Categoria	Conteúdo a 09 de Março de 2014 às 12.50	Tamanho	Disco
OsMeusFilmesHD	21.and.Over.2013.720p.BRRiP.XViD.AC3-LEGi0N	6913012	DISC06
OsMeusFilmesHD	21 Jump Street (2012)	4656496	DISC06
OsMeusFilmesHD	30 Minutes or Less (2011)	3492852	DISC06
OsMeusFilmesHD	88 Minutes (2008)	6901992	DISC06
OsMeusFilmesHD	Abraham Lincoln Vampire Hunter (2012)	4934656	DISC06
OsMeusFilmesHD	Admission (2013)	849560	DISC06
OsMeusFilmesHD	Adore (2013)	5292860	DISC06
OsMeusFilmesHD	Adventureland (2009)	4612340	DISC06
OsMeusFilmesHD	Age of Heroes (2011)	4590416	DISC06
OsMeusFilmesHD	Alexander (2004)	8347304	DISC01
OsMeusFilmesHD	Alice in Wonderland (2010)	4637744	DISC04
OsMeusFilmesHD	Alien (1979)	4667972	DISC02
OsMeusFilmesHD	Aliens (1986)	16702904	DISC01
OsMeusFilmesHD	All Good Things (2010)	3664764	DISC06
OsMeusFilmesHD	American Pie (1999)	684452	DISC02
OsMeusFilmesHD	American Pie 2 (2001)	727648	DISC02
OsMeusFilmesHD	American Pie Presents Band Camp (2005)	619004	DISC02
OsMeusFilmesHD	American Pie Presents Beta House (2007)	620124	DISC02
OsMeusFilmesHD	American Pie Presents The Book of Love (2009)	694548	DISC01
OsMeusFilmesHD	American Pie Presents The Naked Mile (2006)	673016	DISC01
OsMeusFilmesHD	American Psycho (2000)	4601240	DISC06
OsMeusFilmesHD	American Reunion (2012)	5812548	DISC06
OsMeusFilmesHD	And Soon the Darkness (2011)	4583604	DISC01
OsMeusFilmesHD	Angels & Demons (2009)	6936844	DISC01
OsMeusFilmesHD	A Nightmare on Elm Street (2010)	1843188	DISC02
OsMeusFilmesHD	Anna Karenina (2012)	6954384	DISC06
OsMeusFilmesHD	Another Year (2011)	5262912	DISC02
OsMeusFilmesHD	Antichrist (2010)	4591300	DISC01
OsMeusFilmesHD	Appaloosa (2009)	4618116	DISC02
OsMeusFilmesHD	Arena (2011)	5785040	DISC06
OsMeusFilmesHD	Argo (2012)	5835800	DISC06
OsMeusFilmesHD	A Royal Affair (2012)	5806204	DISC06
OsMeusFilmesHD	Arthur (2011)	5776224	DISC01
OsMeusFilmesHD	Assault on Wall Street (2013)	4623736	DISC06
OsMeusFilmesHD	Assembly (2007)	11483560	DISC04
OsMeusFilmesHD	AVPR Aliens vs Predator - Requiem (2008)	4641224	DISC04
OsMeusFilmesHD	Babylon A.D. (2008)	4609972	DISC01
OsMeusFilmesHD	Bad Ass (2012)	5636464	DISC06
OsMeusFilmesHD	Basic Instinct (1992)	2690888	DISC06
OsMeusFilmesHD	Batman (1989)	655972	DISC01
OsMeusFilmesHD	Batman Begins (2005)	4613228	DISC01
OsMeusFilmesHD	Batman Forever (1995)	4615164	DISC01
OsMeusFilmesHD	Batman Returns (1992)	6976860	DISC01
OsMeusFilmesHD	Batman & Robin (1997)	4616488	DISC01
OsMeusFilmesHD	Batman The Dark Knight Returns, Part 2 (2013)	1175588	DISC06
OsMeusFilmesHD	Battlestar Galactica Blood & Chrome (2012)	4644288	DISC06
OsMeusFilmesHD	Beasts of the Southern Wild (2013)	4680456	DISC06
OsMeusFilmesHD	Beautiful Creatures (2013)	959336	DISC06
OsMeusFilmesHD	Beautiful Lies (2012)	4621000	DISC06
OsMeusFilmesHD	Bernie (2012)	3510640	DISC06
OsMeusFilmesHD	Beverly Hills Chihuahua 2 (2011)	1868160	DISC06
OsMeusFilmesHD	Beverly Hills Chihuahua 3 Viva La Fiesta! (2012)	4611496	DISC06
OsMeusFilmesHD	Black Swan (2011)	1925184	DISC01
OsMeusFilmesHD	Blade (1998)	14567752	DISC04
OsMeusFilmesHD	Blade II (2002)	14158064	DISC04
OsMeusFilmesHD	Blade Trinity (2005)	13679988	DISC04
OsMeusFilmesHD	BloodRayne (2006)	2682000	DISC02
OsMeusFilmesHD	BloodRayne Deliverance (2008)	4596288	DISC01
OsMeusFilmesHD	Blue Like Jazz (2012)	5289912	DISC06
OsMeusFilmesHD	Blue Valentine (2011)	1373024	DISC01
OsMeusFilmesHD	Body of Lies (2008)	4621740	DISC04
OsMeusFilmesHD	Brave (2012)	3475000	DISC06
OsMeusFilmesHD	Braveheart (1995)	8363196	DISC01
OsMeusFilmesHD	BURN-E (2008)	361764	DISC01
OsMeusFilmesHD	Captain America The First Avenger (2011)	3073284	DISC06
OsMeusFilmesHD	Cars (2006)	4653192	DISC06
OsMeusFilmesHD	Cars 2 (2011)	4632908	DISC06
OsMeusFilmesHD	Cedar Rapids (2011)	4599068	DISC01
OsMeusFilmesHD	Changeling (2009)	6891028	DISC01
OsMeusFilmesHD	Chaos (2005)	4597680	DISC02
OsMeusFilmesHD	Charlie St. Cloud (2010)	4672456	DISC06
OsMeusFilmesHD	Che Part One (2009)	6944464	DISC06
OsMeusFilmesHD	Che Part Two (2009)	6910828	DISC06
OsMeusFilmesHD	Chinese Zodiac (2012)	6167216	DISC06
OsMeusFilmesHD	Christiane F. (1983)	5741736	DISC06
OsMeusFilmesHD	Clash of the Titans (2010)	11151512	DISC04
OsMeusFilmesHD	Cloud Atlas (2012)	6088772	DISC06
OsMeusFilmesHD	Company of Heroes (2013)	5749824	DISC06
OsMeusFilmesHD	Confessions (2010)	1536084	DISC01
OsMeusFilmesHD	Contraband (2012)	4644268	DISC06
OsMeusFilmesHD	Conviction (2010)	2312296	DISC04
OsMeusFilmesHD	Cowboys & Aliens (2011)	6937020	DISC06
OsMeusFilmesHD	Crank (2006)	1864932	DISC01
OsMeusFilmesHD	Crazy Heart (2010)	4603904	DISC01
OsMeusFilmesHD	Cyrus (2010)	4662176	DISC06
OsMeusFilmesHD	Darling Companion (2012)	4676908	DISC06
OsMeusFilmesHD	Daybreakers (2010)	4646992	DISC06
OsMeusFilmesHD	Dead Man Down (2013)	935660	DISC06
OsMeusFilmesHD	Death Proof (2007)	4608068	DISC01
OsMeusFilmesHD	Death Race 2 (2011)	4590272	DISC01
OsMeusFilmesHD	Desert Flower (2010)	6897080	DISC01
OsMeusFilmesHD	Despicable Me 2 (2013)	3792784	DISC06
OsMeusFilmesHD	Detachment (2012)	4668116	DISC06
OsMeusFilmesHD	Diary of a Wimpy Kid Dog Days (2012)	4649384	DISC06
OsMeusFilmesHD	Dinosaur (2000)	5761764	DISC01
OsMeusFilmesHD	Dolphin Tale (2011)	5787348	DISC06
OsMeusFilmesHD	Doomsday (2009)	4607672	DISC01
OsMeusFilmesHD	Doubt (2009)	4602644	DISC01
OsMeusFilmesHD	Dragon Lore Curse of the Shadow (2013)	1500212	DISC06
OsMeusFilmesHD	Dredd (2012)	4640004	DISC06
OsMeusFilmesHD	Drive (2011)	4820512	DISC06
OsMeusFilmesHD	Drive Angry 3D (2011)	4612392	DISC01
OsMeusFilmesHD	DuckTales The Movie - Treasure of the Lost Lamp (1991)	3002552	DISC06
OsMeusFilmesHD	Dylan Dog Dead of Night (2011)	5775088	DISC01
OsMeusFilmesHD	Eagle Eye (2008)	4638048	DISC01
OsMeusFilmesHD	Elysium (2013)	3540296	DISC06
OsMeusFilmesHD	Empire State (2013)	833792	DISC06
OsMeusFilmesHD	Epic (2013)	3528344	DISC06
OsMeusFilmesHD	Escape from Planet Earth (2013)	1316408	DISC06
OsMeusFilmesHD	E.T. The Extra-Terrestrial (1982)	4603276	DISC01
OsMeusFilmesHD	Excision (2012)	4637988	DISC06
OsMeusFilmesHD	Extracted (2013)	4636752	DISC06
OsMeusFilmesHD	Fading of the Cries (2011)	3446148	DISC01
OsMeusFilmesHD	Fair Game (2010)	1734924	DISC01
OsMeusFilmesHD	Fame (1981)	4600868	DISC01
OsMeusFilmesHD	Fast & Furious (2009)	8348600	DISC01
OsMeusFilmesHD	Fast & Furious 6 (2013)	4876340	DISC06
OsMeusFilmesHD	Final Fantasy The Spirits Within (2001)	4602848	DISC01
OsMeusFilmesHD	Flashdance (1983)	4620716	DISC01
OsMeusFilmesHD	Flushed Away (2006)	2280632	DISC01
OsMeusFilmesHD	Flypaper (2011)	4620676	DISC06
OsMeusFilmesHD	Four Christmases (2008)	1564040	DISC04
OsMeusFilmesHD	Frankenweenie (2012)	4632664	DISC06
OsMeusFilmesHD	Freerunner (2012)	6395064	DISC06
OsMeusFilmesHD	Frozen (2010)	5780388	DISC01
OsMeusFilmesHD	Frozen.BRRIP.MP4.x264.720p-HR	2477344	DISC06
OsMeusFilmesHD	Fun Size (2012)	4638188	DISC06
OsMeusFilmesHD	Gambit (2013)	4658296	DISC06
OsMeusFilmesHD	Gangster Squad (2013)	828764	DISC06
OsMeusFilmesHD	Get Smart (2008)	4616484	DISC04
OsMeusFilmesHD	Get the Gringo (2012)	5144684	DISC06
OsMeusFilmesHD	Ghost (1990)	4601072	DISC01
OsMeusFilmesHD	G.I. Joe Retaliation (2013)	2135080	DISC06
OsMeusFilmesHD	G.I. Joe The Rise of Cobra (2009)	6037920	DISC06
OsMeusFilmesHD	Gnomeo & Juliet (2011)	3456828	DISC01
OsMeusFilmesHD	God Bless America (2012)	4656372	DISC06
OsMeusFilmesHD	Goon (2012)	4639236	DISC06
OsMeusFilmesHD	Green Lantern (2011)	5835588	DISC06
OsMeusFilmesHD	Grown Ups (2010)	1408144	DISC04
OsMeusFilmesHD	Hall Pass (2011)	4602648	DISC01
OsMeusFilmesHD	Halo 4 Forward Unto Dawn (2012)	6963264	DISC06
OsMeusFilmesHD	Hancock (2008)	4635220	DISC01
OsMeusFilmesHD	Hansel & Gretel Witch Hunters (2013)	4222228	DISC06
OsMeusFilmesHD	Harry Potter and the Deathly Hallows Part 1 (2010)	6922408	DISC04
OsMeusFilmesHD	Harry Potter and the Prisoner of Azkaban (2004)	6892104	DISC04
OsMeusFilmesHD	Hellboy (2004)	2559712	DISC06
OsMeusFilmesHD	Hellboy II The Golden Army (2008)	2310836	DISC01
OsMeusFilmesHD	Henry`s Crime (2011)	4573444	DISC02
OsMeusFilmesHD	Higher Ground (2012)	4637548	DISC06
OsMeusFilmesHD	Hit and Run (2012)	4683156	DISC06
OsMeusFilmesHD	Hitchcock (2013)	4635400	DISC06
OsMeusFilmesHD	Hobo with a Shotgun (2011)	3450804	DISC02
OsMeusFilmesHD	Honey (2004)	4602872	DISC06
OsMeusFilmesHD	Honey 2 (2011)	5809904	DISC06
OsMeusFilmesHD	Hope Springs (2012)	4661708	DISC06
OsMeusFilmesHD	Horrible Bosses (2011)	4616604	DISC06
OsMeusFilmesHD	Horton Hears a Who! (2008)	3900868	DISC01
OsMeusFilmesHD	Hotel Desire (2011)	2053416	DISC06
OsMeusFilmesHD	Hotel Transylvania (2012)	3517028	DISC06
OsMeusFilmesHD	How I Ended This Summer (2011)	5792160	DISC06
OsMeusFilmesHD	How to Make Love to a Woman (2010)	4620676	DISC06
OsMeusFilmesHD	How to Train Your Dragon (2010)	4614592	DISC01
OsMeusFilmesHD	Icarus (2010)	4640800	DISC06
OsMeusFilmesHD	Ice Age Continental Drift (2012)	8287356	DISC06
OsMeusFilmesHD	Identity Thief (2013)	5853100	DISC06
OsMeusFilmesHD	Incendies (2011)	6266672	DISC02
OsMeusFilmesHD	Inception (2010)	6933524	DISC01
OsMeusFilmesHD	Independence Day (1996)	14184316	DISC04
OsMeusFilmesHD	Indiana Jones and the Kingdom of the Crystal Skull (2008)	6946824	DISC04
OsMeusFilmesHD	Indiana Jones and the Last Crusade (1989)	8403996	DISC04
OsMeusFilmesHD	Insidious (2011)	5773652	DISC02
OsMeusFilmesHD	In the Realm of the Senses (1977)	4596704	DISC06
OsMeusFilmesHD	Intruders (2011)	4641124	DISC06
OsMeusFilmesHD	I, Robot (2004)	2168632	DISC02
OsMeusFilmesHD	Ironclad (2011)	5749540	DISC01
OsMeusFilmesHD	Iron Man 3 (2013)	6842488	DISC06
OsMeusFilmesHD	Iron Man Rise of Technovore (2013)	1271252	DISC06
OsMeusFilmesHD	Iron Sky (2012)	4646864	DISC02
OsMeusFilmesHD	Jack and Diane (2012)	4626224	DISC06
OsMeusFilmesHD	Jeff, Who Lives at Home (2012)	3533368	DISC06
OsMeusFilmesHD	Jonah Hex (2010)	2320980	DISC04
OsMeusFilmesHD	Journey to the Center of the Earth (2008)	4613124	DISC01
OsMeusFilmesHD	Joyful Noise (2012)	5776036	DISC06
OsMeusFilmesHD	Junebug (2006)	4621928	DISC06
OsMeusFilmesHD	Kill Bill Vol. 1 (2003)	4595148	DISC04
OsMeusFilmesHD	Kill Bill Vol. 2 (2004)	6894704	DISC04
OsMeusFilmesHD	Killing Them Softly (2012)	5211292	DISC06
OsMeusFilmesHD	Kingdom of Heaven (2005)	8354456	DISC01
OsMeusFilmesHD	King of Devil`s Island (2010)	5790272	DISC06
OsMeusFilmesHD	Kung Fu Panda (2008)	2345412	DISC06
OsMeusFilmesHD	Kung Fu Panda 2 (2011)	2324312	DISC06
OsMeusFilmesHD	Lakeview Terrace (2008)	4605564	DISC04
OsMeusFilmesHD	Lara Croft Tomb Raider (2001)	2302924	DISC04
OsMeusFilmesHD	Lara Croft Tomb Raider The Cradle of Life (2003)	2303972	DISC04
OsMeusFilmesHD	Lawless (2012)	5794344	DISC06
OsMeusFilmesHD	Lay the Favorite (2012)	4629244	DISC06
OsMeusFilmesHD	Leap Year (2010)	1537448	DISC04
OsMeusFilmesHD	Lebanon (2010)	4589304	DISC01
OsMeusFilmesHD	Legend of the Guardians The Owls of Ga`Hoole (2010)	4603176	DISC04
OsMeusFilmesHD	Legion (2010)	4635896	DISC06
OsMeusFilmesHD	Les Misérables (2013)	7043208	DISC06
OsMeusFilmesHD	Lockout (2012)	4683536	DISC06
OsMeusFilmesHD	LOL (2012)	3979704	DISC06
OsMeusFilmesHD	Lola Versus (2012)	4635908	DISC06
OsMeusFilmesHD	Lone Survivor (2013)	870876	DISC06
OsMeusFilmesHD	Looper (2012)	5841600	DISC06
OsMeusFilmesHD	Madagascar 3 Europe`s Most Wanted (2012)	2394624	DISC06
OsMeusFilmesHD	Madagascar Escape 2 Africa (2008)	2309888	DISC01
OsMeusFilmesHD	Magic Mike (2012)	4678916	DISC06
OsMeusFilmesHD	Mamma Mia! (2008)	4610284	DISC01
OsMeusFilmesHD	Man on Fire (2004)	9177668	DISC01
OsMeusFilmesHD	Margin Call (2011)	4659676	DISC06
OsMeusFilmesHD	Meeting Evil (2012)	4607960	DISC06
OsMeusFilmesHD	Megamind (2010)	2309228	DISC01
OsMeusFilmesHD	Memoria de mis putas tristes (2012)	5318972	DISC06
OsMeusFilmesHD	Men in Black (1997)	4139080	DISC06
OsMeusFilmesHD	Men in Black 3 (2012)	6900648	DISC06
OsMeusFilmesHD	Men in Black II (2002)	4337620	DISC04
OsMeusFilmesHD	Meteor Apocalypse (2010)	4589812	DISC04
OsMeusFilmesHD	Micmacs (2011)	4596096	DISC01
OsMeusFilmesHD	Million Dollar Baby (2005)	4842100	DISC01
OsMeusFilmesHD	Mirrors (2008)	4580276	DISC01
OsMeusFilmesHD	Mission Impossible (1996)	8362728	DISC01
OsMeusFilmesHD	Mission Impossible II (2000)	8354276	DISC01
OsMeusFilmesHD	Mission Impossible III (2006)	8368308	DISC01
OsMeusFilmesHD	My Week with Marilyn (2012)	5190796	DISC06
OsMeusFilmesHD	Neon Flesh (2011)	4607604	DISC06
OsMeusFilmesHD	New Year`s Eve (2011)	5859516	DISC06
OsMeusFilmesHD	Nine 12 Weeks (1986)	736180	DISC06
OsMeusFilmesHD	Now You See Me (2013)	1007588	DISC06
OsMeusFilmesHD	Oblivion (2013)	4712156	DISC06
OsMeusFilmesHD	Of Gods and Men (2010)	5738920	DISC01
OsMeusFilmesHD	Olympus Has Fallen (2013)	927216	DISC06
OsMeusFilmesHD	Oz the Great and Powerful (2013)	2139948	DISC06
OsMeusFilmesHD	Pain & Gain (2013)	5714572	DISC06
OsMeusFilmesHD	Pandorum (2010)	4665612	DISC06
OsMeusFilmesHD	Paranormal Activity 4 (2012)	4599796	DISC06
OsMeusFilmesHD	ParaNorman (2012)	3493908	DISC06
OsMeusFilmesHD	Paraísos Artificiais (2012)	4652852	DISC06
OsMeusFilmesHD	Paul (2011)	4600712	DISC02
OsMeusFilmesHD	Peacock (2010)	4005888	DISC01
OsMeusFilmesHD	Penthouse North (2013)	752008	DISC06
OsMeusFilmesHD	People Like Us (2012)	5803008	DISC06
OsMeusFilmesHD	Phantom (2013)	5373204	DISC06
OsMeusFilmesHD	Piranha 3DD (2012)	2924516	DISC06
OsMeusFilmesHD	Pirates of the Caribbean At World`s End (2007)	8338324	DISC06
OsMeusFilmesHD	Pirates of the Caribbean Dead Man`s Chest (2006)	8348316	DISC06
OsMeusFilmesHD	Pirates of the Caribbean The Curse of the Black Pearl (2003)	8304628	DISC06
OsMeusFilmesHD	Pitch Perfect (2012)	4694800	DISC06
OsMeusFilmesHD	Planet 51 (2009)	1932768	DISC04
OsMeusFilmesHD	Polisse (2012)	5773528	DISC06
OsMeusFilmesHD	Predator (1987)	11464984	DISC03
OsMeusFilmesHD	Predators (2010)	6146904	DISC06
OsMeusFilmesHD	Premium Rush (2012)	5339980	DISC06
OsMeusFilmesHD	Priest (2011)	4619156	DISC01
OsMeusFilmesHD	Project X (2012)	4673340	DISC06
OsMeusFilmesHD	Prometheus (2012)	9859248	DISC06
OsMeusFilmesHD	Prowl (2010)	3441632	DISC01
OsMeusFilmesHD	Public Enemies (2009)	6928512	DISC03
OsMeusFilmesHD	Punisher War Zone (2008)	4615968	DISC03
OsMeusFilmesHD	Raiders of the Lost Ark (1981)	4634676	DISC04
OsMeusFilmesHD	Rampart (2012)	4646332	DISC06
OsMeusFilmesHD	Rango (2011)	6908492	DISC01
OsMeusFilmesHD	Recoil (2011)	4591556	DISC06
OsMeusFilmesHD	Red Dawn (2012)	4695900	DISC06
OsMeusFilmesHD	Red Riding Hood (2011)	4607184	DISC06
OsMeusFilmesHD	Red White & Blue (2010)	4561708	DISC01
OsMeusFilmesHD	Resident Evil (2002)	4523060	DISC04
OsMeusFilmesHD	Resident Evil Afterlife (2010)	4597432	DISC01
OsMeusFilmesHD	Resident Evil Damnation (2012)	4598108	DISC06
OsMeusFilmesHD	Rio (2011)	4621816	DISC01
OsMeusFilmesHD	R.I.P.D. (2013)	863376	DISC06
OsMeusFilmesHD	Rise of the Guardians (2012)	2410320	DISC06
OsMeusFilmesHD	RoboCop (1987)	4607132	DISC03
OsMeusFilmesHD	RoboCop 2 (1990)	6904492	DISC01
OsMeusFilmesHD	RoboCop 3 (1994)	4605024	DISC01
OsMeusFilmesHD	RocknRolla (2008)	4611788	DISC04
OsMeusFilmesHD	Sacrifice (2011)	4614412	DISC06
OsMeusFilmesHD	Safe Haven (2013)	996440	DISC06
OsMeusFilmesHD	Sammy`s Adventures 2 (2012)	2817528	DISC06
OsMeusFilmesHD	Sanctum (2011)	1536060	DISC03
OsMeusFilmesHD	Savages (2012)	5802068	DISC06
OsMeusFilmesHD	Season of the Witch (2011)	5655712	DISC04
OsMeusFilmesHD	Seconds Apart (2011)	3454392	DISC01
OsMeusFilmesHD	Seeking a Friend for the End of the World (2012)	4663756	DISC06
OsMeusFilmesHD	Sherlock Holmes A Game of Shadows (2012)	5803852	DISC06
OsMeusFilmesHD	Side Effects (2013)	4640156	DISC06
OsMeusFilmesHD	Silent Hill Revelation 3D (2012)	4627772	DISC06
OsMeusFilmesHD	Skyfall (2012)	6938504	DISC06
OsMeusFilmesHD	Skyline (2010)	1452508	DISC01
OsMeusFilmesHD	Sleeping Beauty (2011)	4629176	DISC02
OsMeusFilmesHD	Snow White and the Huntsman (2012)	5856748	DISC06
OsMeusFilmesHD	Soldiers of Fortune (2012)	3746736	DISC06
OsMeusFilmesHD	Someone`s Knocking at the Door (2009)	4597328	DISC06
OsMeusFilmesHD	Source Code (2011)	4609600	DISC01
OsMeusFilmesHD	Spider-Man (2002)	6902212	DISC03
OsMeusFilmesHD	Spider-Man 2 (2004)	6920156	DISC03
OsMeusFilmesHD	Spider-Man 3 (2007)	10685776	DISC03
OsMeusFilmesHD	Splice (2011)	5394020	DISC03
OsMeusFilmesHD	Spring Breakers (2013)	4672280	DISC06
OsMeusFilmesHD	Star Trek (2009)	13814952	DISC03
OsMeusFilmesHD	Star Trek First Contact (1997)	4603080	DISC06
OsMeusFilmesHD	Star Trek Into Darkness (2013)	5072200	DISC06
OsMeusFilmesHD	Star Wars Episode II - Attack of the Clones (2002)	6908568	DISC03
OsMeusFilmesHD	Star Wars Episode III - Revenge of the Sith (2005)	4617880	DISC03
OsMeusFilmesHD	Star Wars Episode I - The Phantom Menace (1999)	4615036	DISC03
OsMeusFilmesHD	Star Wars Episode IV - A New Hope (1977)	4623416	DISC03
OsMeusFilmesHD	Star Wars Episode VI - Return of the Jedi (1983)	6924672	DISC03
OsMeusFilmesHD	Star Wars Episode V - The Empire Strikes Back (1980)	4626728	DISC03
OsMeusFilmesHD	State of Play (2009)	9209800	DISC03
OsMeusFilmesHD	Still Waiting... (2009)	4563388	DISC04
OsMeusFilmesHD	Stolen (2012)	5875804	DISC06
OsMeusFilmesHD	Stone (2010)	4597604	DISC03
OsMeusFilmesHD	StreetDance 2 (2012)	4684716	DISC06
OsMeusFilmesHD	StreetDance 3D (2010)	4626296	DISC06
OsMeusFilmesHD	Sucker Punch (2011)	4605800	DISC01
OsMeusFilmesHD	Super 8 (2011)	5793704	DISC02
OsMeusFilmesHD	Sushi Girl (2012)	4598764	DISC06
OsMeusFilmesHD	Take Me Home Tonight (2011)	4624628	DISC02
OsMeusFilmesHD	Taken (2008)	4593728	DISC01
OsMeusFilmesHD	Taken 2 (2012)	4677124	DISC06
OsMeusFilmesHD	Tangled (2010)	7378304	DISC04
OsMeusFilmesHD	Ted (2012)	5749780	DISC06
OsMeusFilmesHD	Tekken Blood Vengeance (2011)	4782136	DISC06
OsMeusFilmesHD	That`s My Boy (2012)	5846596	DISC06
OsMeusFilmesHD	The Adventures of Tintin (2011)	4708492	DISC06
OsMeusFilmesHD	The Amazing Spider-Man (2012)	9988688	DISC06
OsMeusFilmesHD	The Avengers (2012)	6789284	DISC06
OsMeusFilmesHD	The Aviator (2005)	9177160	DISC03
OsMeusFilmesHD	The Big Wedding (2013)	4645324	DISC06
OsMeusFilmesHD	The Blue Lagoon (1981)	5765500	DISC06
OsMeusFilmesHD	The Boondock Saints II All Saints Day (2010)	5985896	DISC04
OsMeusFilmesHD	The Canyons (2013)	2709404	DISC06
OsMeusFilmesHD	The Chef (2012)	3713424	DISC06
OsMeusFilmesHD	The Chronicles of Narnia Prince Caspian (2008)	2945584	DISC01
OsMeusFilmesHD	The Chronicles of Narnia The Lion, the Witch and the Wardrobe (2005)	2746276	DISC06
OsMeusFilmesHD	The Chronicles of Narnia The Voyage of the Dawn Treader (2010)	2218820	DISC06
OsMeusFilmesHD	The Colony (2013)	2892544	DISC06
OsMeusFilmesHD	The Conspirator (2011)	5793332	DISC06
OsMeusFilmesHD	The Darkest Hour (2012)	4665660	DISC06
OsMeusFilmesHD	The Dark Knight (2008)	8371700	DISC03
OsMeusFilmesHD	The Dark Knight Rises (2012)	7036156	DISC06
OsMeusFilmesHD	The Debt (2011)	5767592	DISC06
OsMeusFilmesHD	The Exorcist (1974)	4902980	DISC06
OsMeusFilmesHD	The Experiment (2010)	1024968	DISC06
OsMeusFilmesHD	The Factory (2012)	4609088	DISC06
OsMeusFilmesHD	The Five-Year Engagement (2012)	4169900	DISC06
OsMeusFilmesHD	The Flowers of War (2012)	5781836	DISC06
OsMeusFilmesHD	The Good Doctor (2012)	4618768	DISC06
OsMeusFilmesHD	The Goods Live Hard, Sell Hard (2009)	1444504	DISC03
OsMeusFilmesHD	The Green Hornet (2011)	1903180	DISC04
OsMeusFilmesHD	The Green Mile (2000)	6900820	DISC03
OsMeusFilmesHD	The Host (2013)	1035732	DISC06
OsMeusFilmesHD	The Hunger Games (2012)	7074272	DISC06
OsMeusFilmesHD	The Impossible (2013)	6968940	DISC06
OsMeusFilmesHD	The Incredible Burt Wonderstone (2013)	4551680	DISC06
OsMeusFilmesHD	The Internship (2013)	4199084	DISC06
OsMeusFilmesHD	The Invasion (2007)	4597068	DISC06
OsMeusFilmesHD	The Invention of Lying (2009)	739840	DISC06
OsMeusFilmesHD	The Kids Are All Right (2010)	4596644	DISC06
OsMeusFilmesHD	The Last Song (2010)	4647236	DISC06
OsMeusFilmesHD	The Ledge (2011)	4647468	DISC06
OsMeusFilmesHD	The Lorax (2012)	3494336	DISC06
OsMeusFilmesHD	The Lord of the Rings The Fellowship of the Ring (2001)	15970368	DISC01
OsMeusFilmesHD	The Lord of the Rings The Return of the King (2003)	16463276	DISC02
OsMeusFilmesHD	The Lord of the Rings The Two Towers (2002)	13856236	DISC06
OsMeusFilmesHD	The Losers (2010)	5277272	DISC01
OsMeusFilmesHD	The Lost City (2006)	9194568	DISC03
OsMeusFilmesHD	The Lucky One (2012)	4692756	DISC06
OsMeusFilmesHD	The Matrix (1999)	8358464	DISC03
OsMeusFilmesHD	The Matrix Reloaded (2003)	8362964	DISC03
OsMeusFilmesHD	The Matrix Revolutions (2003)	8356596	DISC03
OsMeusFilmesHD	The Mechanic (2011)	1547616	DISC03
OsMeusFilmesHD	The Mummy (1999)	7472544	DISC04
OsMeusFilmesHD	The Mummy Returns (2001)	9440032	DISC04
OsMeusFilmesHD	The Mummy Tomb of the Dragon Emperor (2008)	10689864	DISC04
OsMeusFilmesHD	The Odd Life of Timothy Green (2013)	4684876	DISC06
OsMeusFilmesHD	The Paperboy (2012)	5490544	DISC02
OsMeusFilmesHD	The Perfect Sleep (2009)	4609800	DISC06
OsMeusFilmesHD	The Perks of Being a Wallflower (2012)	4634656	DISC06
OsMeusFilmesHD	The Players (2012)	27794664	DISC06
OsMeusFilmesHD	The Possession (2012)	5136884	DISC06
OsMeusFilmesHD	The Power of Few (2013)	789904	DISC06
OsMeusFilmesHD	The Prestige (2006)	6881368	DISC03
OsMeusFilmesHD	The Rite (2011)	3152120	DISC04
OsMeusFilmesHD	The Roommate (2011)	4602832	DISC01
OsMeusFilmesHD	The Secret of Kells (2009)	2302228	DISC03
OsMeusFilmesHD	The Sessions (2013)	4656680	DISC06
OsMeusFilmesHD	The Soloist (2009)	4615952	DISC03
OsMeusFilmesHD	The Sweeney (2012)	4622540	DISC06
OsMeusFilmesHD	The Thompsons (2012)	3455632	DISC06
OsMeusFilmesHD	The Three Stooges (2012)	5598360	DISC06
OsMeusFilmesHD	The Tourist (2011)	3809040	DISC06
OsMeusFilmesHD	The Town (2010)	11505536	DISC06
OsMeusFilmesHD	The Traveler (2010)	4591088	DISC06
OsMeusFilmesHD	The Tree of Life (2011)	6875604	DISC06
OsMeusFilmesHD	The Twilight Saga Breaking Dawn - Part 1 (2011)	6164028	DISC06
OsMeusFilmesHD	The Wolfman (2010)	6902928	DISC06
OsMeusFilmesHD	The Words (2012)	4623424	DISC06
OsMeusFilmesHD	Thick as Thieves (2010)	4604572	DISC03
OsMeusFilmesHD	This Is 40 (2013)	5838516	DISC06
OsMeusFilmesHD	Thor.The.Dark.World.2013.720p.WEB-DL.H264-WEBiOS [PublicHD]	3506400	DISC06
OsMeusFilmesHD	Titanic (1998)	4625456	DISC03
OsMeusFilmesHD	To Rome with Love (2012)	5502564	DISC06
OsMeusFilmesHD	Total Recall (1990)	22152596	DISC06
OsMeusFilmesHD	Total Recall (2012)	8450508	DISC06
OsMeusFilmesHD	TPB AFK The Pirate Bay Away from Keyboard (2013)	1370560	DISC06
OsMeusFilmesHD	Trainspotting (1996)	4604660	DISC03
OsMeusFilmesHD	Traitor (2009)	4564996	DISC03
OsMeusFilmesHD	Transformers (2007)	8377444	DISC01
